"","state","county","latitude","longitude"
"547","SC","Clarendon",33.68660675,-80.197505125
"548","PA","Clarion",41.1901227931034,-79.4447043103448
"549","AR","Clark",34.0300136,-93.1801285
"550","ID","Clark",44.2246085,-112.2630675
"551","IL","Clark",39.3344078333333,-87.7915135
"552","IN","Clark",38.4364288421053,-85.6851153157895
"553","KS","Clark",37.2838926666667,-99.8675356666667
"554","KY","Clark",37.9673046666667,-84.158752
"555","MO","Clark",40.4079718571429,-91.6756002857143
"556","NV","Clark",36.0690056428571,-115.050100377551
"557","OH","Clark",39.9318125333333,-83.8339548
"558","SD","Clark",44.8449298571429,-97.7521645714286
"559","WA","Clark",45.7392035416667,-122.546880958333
"560","WI","Clark",44.7888708571429,-90.5722014285714
"561","AL","Clarke",31.6621173571429,-87.848348
"562","GA","Clarke",33.9499344545455,-83.3816992727273
"563","IA","Clarke",41.0288136666667,-93.7721383333333
"564","MS","Clarke",32.0560568,-88.771091
"565","VA","Clarke",39.10705175,-78.008049
"566","OR","Clatsop",46.0072905714286,-123.909125571429
"567","AL","Clay",33.2473113333333,-85.862191
"568","AR","Clay",36.3741557272727,-90.4410683636364
"569","FL","Clay",29.9842926,-81.8459218
"570","GA","Clay",31.5968565,-84.954577
"571","IA","Clay",43.0739587777778,-95.146495
"572","IL","Clay",38.7415102857143,-88.500363
"573","IN","Clay",39.4418926363636,-87.0971118181818
"574","KS","Clay",39.3065044,-97.133983
"575","KY","Clay",37.1480663333333,-83.7417094444445
"576","MN","Clay",46.8942568,-96.4900744
"577","MO","Clay",39.2753095652174,-94.4521285652174
"578","MS","Clay",33.649737,-88.717766
"579","NC","Clay",35.0374613333333,-83.8537963333333
"580","NE","Clay",40.5105955454545,-98.0609390909091
"581","SD","Clay",42.9175488,-97.0203604
"582","TN","Clay",36.5501615,-85.5720525
"583","TX","Clay",33.8914502,-98.1642126
"584","WV","Clay",38.4619247058824,-81.0750942352941
"585","GA","Clayton",33.5380888333333,-84.3487645833333
"586","IA","Clayton",42.8572058125,-91.322162375
"587","CO","Clear Creek",39.7293976,-105.6707984
"588","PA","Clearfield",40.9717740416667,-78.443232125
"589","ID","Clearwater",46.5264891666667,-116.132742
"590","MN","Clearwater",47.6058588,-95.4043566
"591","AL","Cleburne",33.6815862,-85.4502488
"592","AR","Cleburne",35.5653877272727,-92.0138424545455
"593","OH","Clermont",39.0221636470588,-84.1611594705882
"594","AR","Cleveland",33.8837186666667,-92.2075243333333
"595","NC","Cleveland",35.3191872142857,-81.5760160714286
"596","OK","Cleveland",35.2469646923077,-97.3995231538461
"597","VA","Clifton Forge City",37.824232,-79.823119
"598","GA","Clinch",31.03693425,-82.775995
"599","IA","Clinton",41.9024949444444,-90.4938666666667
"600","IL","Clinton",38.577905,-89.4903451428571
"601","IN","Clinton",40.3094197777778,-86.5043535555556
"602","KY","Clinton",36.748735,-85.1586605
"603","MI","Clinton",42.9577838,-84.6275594
"604","MO","Clinton",39.6052153333333,-94.4554413333333
"605","NY","Clinton",44.75083144,-73.68266804
"606","OH","Clinton",39.4040002727273,-83.7897983636364
"607","PA","Clinton",41.173023625,-77.5365380625
"608","KS","Cloud",39.484186,-97.6231995
"609","MS","Coahoma",34.2414597272727,-90.5767852727273
"610","OK","Coal",34.5842214,-96.3116836
"611","PR","Coamo",18.095992,-66.35081
"612","GA","Cobb",33.9289670769231,-84.5725968461538
"613","AZ","Cochise",31.751278,-109.93836162963
"614","TX","Cochran",33.6243123333333,-102.712208
"615","TN","Cocke",35.9501262857143,-83.1072774285714
"616","AZ","Coconino",35.7230810740741,-111.821823037037
"617","SD","Codington",44.9949455714286,-97.2101731428571
"618","AL","Coffee",31.3705865,-85.9921708333333
"619","GA","Coffee",31.5608908571429,-82.830854
"620","TN","Coffee",35.5047425714286,-86.0915815714286
"621","KS","Coffey",38.2081556,-95.7264204
"622","TX","Coke",31.848752,-100.4122695
"623","AL","Colbert",34.7139988333333,-87.7610218333333
"624","MO","Cole",38.5089822352941,-92.2857028235294
"625","TX","Coleman",31.794157,-99.5033004
"626","IL","Coles",39.5089735714286,-88.2331112857143
"627","NE","Colfax",41.6251398,-97.0923428
"628","NM","Colfax",36.540659875,-104.853271125
"629","SC","Colleton",32.875592,-80.6456241666667
"630","FL","Collier",26.1249884230769,-81.5606381923077
"631","TX","Collin",33.1663883214286,-96.5997698928571
"632","TX","Collingsworth",34.85589575,-100.17783625
"633","VA","Colonial Heights City",37.26219,-77.396989
"634","TX","Colorado",29.6220128181818,-96.5263688181818
"635","GA","Colquitt",31.19250575,-83.7735065
"636","AR","Columbia",33.2333458571429,-93.2434872857143
"637","FL","Columbia",30.1680085,-82.6472975
"638","GA","Columbia",33.5151322,-82.242509
"639","NY","Columbia",42.287083969697,-73.6277753636364
"640","OR","Columbia",45.91890775,-122.986219
"641","PA","Columbia",41.0087416923077,-76.3944749230769
"642","WA","Columbia",46.4527555,-118.02595
"643","WI","Columbia",43.4627727857143,-89.2557997142857
"644","OH","Columbiana",40.7768023809524,-80.7770390952381
"645","NC","Columbus",34.2786769285714,-78.6573086428571
"646","CA","Colusa",39.192646375,-122.174639375
"647","TX","Comal",29.8026187777778,-98.2659776666667
"648","KS","Comanche",37.2155843333333,-99.3594103333333
"649","OK","Comanche",34.621878125,-98.4436086875
"650","TX","Comanche",31.969187,-98.5312893333333
"651","PR","Comerio",18.224958,-66.219885
"652","TX","Concho",31.3733562,-99.9104444
"653","LA","Concordia",31.5050626666667,-91.6522816666667
"654","AL","Conecuh",31.4386986666667,-87.0804243333333
"655","CO","Conejos",37.2028212857143,-106.01636
"656","CA","Contra Costa",37.89922694,-122.01435086
"657","WY","Converse",42.8687404,-105.3458558
"658","AR","Conway",35.271394,-92.6766668888889
"659","GA","Cook",31.1689805,-83.4198335
"660","IL","Cook",41.87825107109,-87.7460398388626
"661","MN","Cook",47.753344,-90.4517278333333
"662","TX","Cooke",33.572752375,-97.2374035
"663","MO","Cooper",38.8419678571429,-92.7792362857143
"664","NH","Coos",44.6131620625,-71.3942805625
"665","OR","Coos",43.1785967,-124.1790968
"666","AL","Coosa",32.9465996,-86.1511956
"667","MS","Copiah",31.8967694,-90.3562408
"668","PR","Corozal",18.304369,-66.330525
"669","SD","Corson",45.7315064545455,-101.069616818182
"670","NY","Cortland",42.60185775,-76.081792
"671","TX","Coryell",31.3967702307692,-97.778506
"672","OH","Coshocton",40.3155412,-81.8694298
"673","CO","Costilla",37.2522174285714,-105.470812142857
"674","TX","Cottle",34.0571493333333,-100.271648333333
"675","OK","Cotton",34.290621,-98.3451195
"676","MN","Cottonwood",43.9730398333333,-95.1218816666667
"677","AL","Covington",31.206252,-86.435104625
"678","MS","Covington",31.636172,-89.5681303333333
"679","VA","Covington City",37.780216,-79.986963
"680","GA","Coweta",33.3351238181818,-84.7197554545454
"681","KS","Cowley",37.2983983333333,-96.864114
"682","WA","Cowlitz",46.1467934545455,-122.733005454545
"683","OK","Craig",36.747062,-95.17776275
"684","VA","Craig",37.493596,-80.180455
"685","AR","Craighead",35.8324086428571,-90.6200434285714
"686","TX","Crane",31.500553,-102.347243
"687","NC","Craven",35.1356075,-77.1177134166667
"688","AR","Crawford",35.5731525454545,-94.267411
"689","GA","Crawford",32.74325325,-83.9321485
"690","IA","Crawford",42.0408541666667,-95.34302725
"691","IL","Crawford",39.03740975,-87.74003525
"692","IN","Crawford",38.295334,-86.456817625
"693","KS","Crawford",37.4999325384615,-94.7719206153846
"694","MI","Crawford",44.7205036666667,-84.6404086666667
"695","MO","Crawford",37.9424285,-91.3218275
"696","OH","Crawford",40.8582586666667,-82.9027671111111
"697","PA","Crawford",41.6630230952381,-80.1673074285714
"698","WI","Crawford",43.2326526,-90.9582442
"699","OK","Creek",35.9484814285714,-96.3058137857143
"700","AL","Crenshaw",31.71421375,-86.318535
"701","GA","Crisp",31.8955506666667,-83.763473
"702","AR","Crittenden",35.2297348,-90.2862865
"703","KY","Crittenden",37.31285,-88.149208
"704","TN","Crockett",35.8058495714286,-89.1228521428571
"705","TX","Crockett",30.798496,-101.498604
"706","OR","Crook",44.15331675,-120.45238675
"707","WY","Crook",44.557856375,-104.522490125
"708","TX","Crosby",33.640807,-101.330196666667
"709","AR","Cross",35.3198502857143,-90.7719334285714
"710","MN","Crow Wing",46.4879644,-94.0939188
"711","CO","Crowley",38.3015756,-103.7833998
"712","TX","Culberson",31.03912,-104.824473
"713","PR","Culebra",18.323736,-65.296467
"714","AL","Cullman",34.133397,-86.8557109230769
"715","VA","Culpeper",38.4726976666667,-77.9422230833333
"716","IL","Cumberland",39.2856386,-88.2312544
"717","KY","Cumberland",36.8282394,-85.4460132
"718","ME","Cumberland",43.9736954814815,-70.3778491666667
"719","NC","Cumberland",35.0924235,-78.86962355
"720","NJ","Cumberland",39.3515537619048,-75.0901529047619
"721","PA","Cumberland",40.1915838571429,-77.14526
"722","TN","Cumberland",35.9576015,-84.9742226666667
"723","VA","Cumberland",37.5830535,-78.1765455
"724","NE","Cuming",41.93406025,-96.7897825
"725","NC","Currituck",36.3136705333333,-75.9384882666667
"726","NM","Curry",34.581498,-103.331947625
"727","OR","Curry",42.61879625,-124.363312125
"728","CO","Custer",38.108415,-105.2848065
"729","ID","Custer",44.2685142,-114.288956
"730","MT","Custer",46.35492725,-105.5455915
"731","NE","Custer",41.4167576923077,-99.6853042307692
"732","OK","Custer",35.6138841666667,-98.881462
"733","SD","Custer",43.7030782,-103.3135158
"734","OH","Cuyahoga",41.523496173913,-81.653138
"735","GA","Dade",34.8695296666667,-85.4840833333333
"736","MO","Dade",37.4051283333333,-93.8501871666667
"737","UT","Daggett",40.963177,-109.568886
"738","MN","Dakota",44.74531755,-93.11912095
"739","NE","Dakota",42.3908121666667,-96.5603673333333
"740","AL","Dale",31.3891224,-85.616952
"741","TX","Dallam",36.2975826666667,-102.707013333333
"742","AL","Dallas",32.3533043,-87.1081816
"743","AR","Dallas",33.98148325,-92.65709325
"744","IA","Dallas",41.6831700666667,-94.0392944
"745","MO","Dallas",37.6808348333333,-93.0534608333333
"746","TX","Dallas",32.7826133615819,-96.7498390960452
"747","WI","Dane",43.0787639016393,-89.4026796557377
"748","MT","Daniels",48.7797525,-105.53634975
"749","VA","Danville City",36.591591,-79.40995775
"750","NC","Dare",35.7125707857143,-75.651636
"751","OH","Darke",40.1662270666667,-84.6140664
"752","SC","Darlington",34.343262,-79.9953568571429
"753","PA","Dauphin",40.3524615121951,-76.8244488536585
"754","NC","Davidson",35.7996290909091,-80.2453159090909
"755","TN","Davidson",36.1746898909091,-86.7875336181818
"756","NC","Davie",35.8902656666667,-80.5143453333333
"757","IN","Daviess",38.7500671666667,-87.0779895
"758","KY","Daviess",37.7372333333333,-87.0916586666667
"759","MO","Daviess",39.9761491111111,-93.9943521111111
"760","IA","Davis",40.7601504,-92.372889
"761","UT","Davis",40.9764224285714,-111.967623214286
"762","SD","Davison",43.656958,-98.1083283333333
"763","NE","Dawes",42.674752,-103.249401
"764","GA","Dawson",34.453661,-84.155043
"765","MT","Dawson",47.32703925,-104.97377825
"766","NE","Dawson",40.885940375,-99.85078625
"767","TX","Dawson",32.7242276666667,-101.927104333333
"768","SD","Day",45.3494665714286,-97.5551774285714
"769","NM","De Baca",34.4354663333333,-104.337686666667
"770","AL","De Kalb",34.4643892142857,-85.822961
"771","IL","De Kalb",41.9074837857143,-88.7801093571429
"772","IN","De Kalb",41.396930375,-85.01250525
"773","FL","De Soto",27.1905485,-81.8377455
"774","LA","De Soto",32.0862701111111,-93.8015027777778
"775","MS","De Soto",34.9117353333333,-90.0063357777778
"776","TX","De Witt",29.0306322857143,-97.3356902857143
"777","TX","Deaf Smith",34.9383515,-102.2566315
"778","IN","Dearborn",39.1422333333333,-84.9608816666667
"779","GA","Decatur",30.868841,-84.5703028333333
"780","IA","Decatur",40.739447125,-93.82681875
"781","IN","Decatur",39.3138851666667,-85.4481505
"782","KS","Decatur",39.78044175,-100.368006
"783","TN","Decatur",35.5867356,-88.1204938
"784","MT","Deer Lodge",46.1882445,-112.9105815
"785","OH","Defiance",41.343876375,-84.512679875
"786","GA","Dekalb",33.8386886341463,-84.1822623658537
"787","MO","Dekalb",39.880073375,-94.440658
"788","TN","Dekalb",35.9965165,-85.93065775
"789","CA","Del Norte",41.8230145,-124.064046166667
"790","IA","Delaware",42.476835,-91.3761093
"791","IN","Delaware",40.2082130714286,-85.4040809285714
"792","NY","Delaware",42.2350737142857,-74.8823930857143
"793","OH","Delaware",40.2675004,-82.9973776
"794","OK","Delaware",36.393127625,-94.76245175
"795","PA","Delaware",39.9209240188679,-75.3659969056604
"796","CO","Delta",38.8365959,-107.8409976
"797","MI","Delta",45.8689659,-86.9913703
"798","TX","Delta",33.369064,-95.6552331666667
"799","AK","Denali",63.543571,-149.986676
"800","MO","Dent",37.611142,-91.5194438333333
"801","TX","Denton",33.1664231,-97.0984406333333
"802","CO","Denver",39.7319495322581,-104.792090564516
"803","IA","Des Moines",40.9115628571429,-91.2301918571429
"804","OR","Deschutes",44.0220468,-121.1774453
"805","AR","Desha",33.773379875,-91.307774875
"806","NE","Deuel",41.1120415,-102.341378
"807","SD","Deuel",44.7007053333333,-96.6120788333333
"808","OK","Dewey",35.99437625,-99.06518825
"809","SD","Dewey",45.1574405555556,-101.002376
"810","IL","Dewitt",40.169629375,-88.891514625
"811","TX","Dickens",33.581587,-100.8005935
"812","VA","Dickenson",37.1421246666667,-82.3571783333333
"813","ND","Dickey",46.100882,-98.51871225
"814","IA","Dickinson",43.395121,-95.142641
"815","KS","Dickinson",38.89224425,-97.123144
"816","MI","Dickinson",45.9543076363636,-87.8845743636364
"817","TN","Dickson",36.1856715,-87.354067
"818","AK","Dillingham",58.9732552857143,-162.462402857143
"819","SC","Dillon",34.428290875,-79.358026
"820","TX","Dimmit",28.4870795,-99.70244725
"821","VA","Dinwiddie",37.095801,-77.6451131111111
"822","DC","District Of Columbia",38.8953801709091,-77.0195287018182
"823","ND","Divide",48.871632,-103.32557775
"824","FL","Dixie",29.55455325,-83.10679675
"825","NE","Dixon",42.472767625,-96.869886375
"826","WV","Doddridge",39.2759812,-80.7306918
"827","GA","Dodge",32.1914856,-83.1313132
"828","MN","Dodge",44.0366066666667,-92.8563151666667
"829","NE","Dodge",41.5829085454545,-96.5961422727273
"830","WI","Dodge",43.4017238695652,-88.6708100869565
"831","CO","Dolores",37.7067543333333,-108.582805
"832","NM","Dona Ana",32.2814732962963,-106.768183888889
"833","KS","Doniphan",39.7889894285714,-95.1315197142857
"834","TX","Donley",34.934336,-100.788485333333
"835","GA","Dooly",32.1701178,-83.8189018
"836","WI","Door",45.0585307272727,-87.2164605454545
"837","PR","Dorado",18.43606,-66.281954
"838","MD","Dorchester",38.44510725,-76.057051625
"839","SC","Dorchester",33.0889134,-80.4266831
"840","GA","Dougherty",31.5575057777778,-84.1724685555556
"841","CO","Douglas",39.406145,-104.919534727273
"842","GA","Douglas",33.7052175,-84.7403751666667
"843","IL","Douglas",39.7581794444444,-88.1870016666667
"844","KS","Douglas",38.903999875,-95.290673
"845","MN","Douglas",45.9340474,-95.4464811
"846","MO","Douglas",36.93722675,-92.54065775
"847","NE","Douglas",41.28036092,-96.10967636
"848","NV","Douglas",38.978362,-119.799303857143
"849","OR","Douglas",43.2726309615385,-123.364617076923
"850","SD","Douglas",43.3776998,-98.4308082
"851","WA","Douglas",47.602796,-119.935173285714
"852","WI","Douglas",46.5128704545455,-91.8710491818182
"853","AR","Drew",33.6230076666667,-91.7268771666667
"854","IL","Du Page",41.8229510188679,-88.070260509434
"855","IN","Dubois",38.345847,-86.8822463333333
"856","IA","Dubuque",42.4653241111111,-90.8874995
"857","UT","Duchesne",40.3071681666667,-110.40365625
"858","MA","Dukes",41.40202975,-70.65508775
"859","NE","Dundy",40.15808475,-101.713058
"860","MO","Dunklin",36.2653705833333,-90.1164399166667
"861","ND","Dunn",47.3874931666667,-102.5252135
"862","WI","Dunn",44.9861414166667,-91.92164675
"863","NC","Duplin",34.9488337272727,-77.9526056363636
"864","NC","Durham",36.0361712777778,-78.8792041111111
"865","NY","Dutchess",41.7658171025641,-73.7573278205128
"866","FL","Duval",30.3179123090909,-81.6560958909091
"867","TX","Duval",27.694452,-98.5165558
"868","TN","Dyer",36.0716758888889,-89.4000867777778
"869","CO","Eagle",39.6534494615385,-106.644773615385
"870","GA","Early",31.25730475,-84.8689605
"871","LA","East Baton Rouge",30.4881344782609,-91.0947074565217
"872","LA","East Carroll",32.779679,-91.2376573333333
"873","LA","East Feliciana",30.8517563333333,-91.0799845
"874","TX","Eastland",32.306502375,-98.80758175
"875","MI","Eaton",42.6321833076923,-84.8361209230769
"876","WI","Eau Claire",44.7486932857143,-91.316119
"877","GA","Echols",30.768894,-83.037116
"878","TX","Ector",31.8521540769231,-102.451674923077
"879","ND","Eddy",47.739316,-98.9043315
"880","NM","Eddy",32.4992297,-104.3392838
"881","IL","Edgar",39.703784375,-87.801172
"882","NC","Edgecombe",35.88717725,-77.631696625
"883","SC","Edgefield",33.7497623333333,-81.8900523333333
"884","KY","Edmonson",37.2305152857143,-86.2628622857143
"885","SD","Edmunds",45.453433,-99.2938982
"886","IL","Edwards",38.4175882,-88.0410924
"887","KS","Edwards",37.922406,-99.34875025
"888","TX","Edwards",29.934064,-100.181801666667
"889","GA","Effingham",32.299728,-81.346969
"890","IL","Effingham",39.0755055,-88.5818419
"891","CA","El Dorado",38.8063571,-120.501534933333
"892","CO","El Paso",38.858094016129,-104.659454032258
"893","TX","El Paso",31.7101012962963,-106.318601802469
"894","CO","Elbert",39.2779128333333,-104.246226166667
"895","GA","Elbert",34.1597196666667,-82.913824
"896","KS","Elk",37.3884564,-96.2885102
"897","PA","Elk",41.3934941428571,-78.6395426428572
"898","IN","Elkhart",41.6104356923077,-85.8720363846154
"899","NV","Elko",41.0299418235294,-115.489700588235
"900","KY","Elliott",38.131568,-83.079708
"901","KS","Ellis",38.8532598571429,-99.232592
"902","OK","Ellis",36.287953,-99.73812775
"903","TX","Ellis",32.3306545,-96.7997606875
"904","KS","Ellsworth",38.6785626,-98.2619372
"905","AL","Elmore",32.6020686,-86.1777687
"906","ID","Elmore",43.148632,-115.407728833333
"907","GA","Emanuel",32.5384795714286,-82.3266734285714
"908","UT","Emery",39.1880784444444,-110.939412888889
"909","IA","Emmet",43.3767748333333,-94.6569473333333
"910","MI","Emmet",45.5314293,-84.9045326
"911","ND","Emmons",46.313123,-100.161466833333
"912","VA","Emporia City",36.694745,-77.535517
"913","TX","Erath",32.230816,-98.2017555
"914","NY","Erie",42.8088384137931,-78.7908718850575
"915","OH","Erie",41.4004381111111,-82.5811733333333
"916","PA","Erie",42.09445698,-80.09437386
"917","AL","Escambia",31.1087695714286,-87.3058398571429
"918","FL","Escambia",30.5664714186047,-87.2883582790698
"919","NV","Esmeralda",37.676673,-117.732593
"920","MA","Essex",42.6454507192982,-70.957523754386
"921","NJ","Essex",40.7805668125,-74.2332024375
"922","NY","Essex",44.133381,-73.6674998064516
"923","VA","Essex",37.9318002222222,-76.9304986666667
"924","VT","Essex",44.7110085833333,-71.7431744166667
"925","KY","Estill",37.709292,-83.9615276666667
"926","AL","Etowah",34.0146128181818,-86.0618324545455
"927","NV","Eureka",39.980795,-116.2875405
"928","LA","Evangeline",30.744008875,-92.397396625
"929","GA","Evans",32.16005075,-81.89837925
"930","AK","Fairbanks North Star",64.823079,-147.446125625
"931","VA","Fairfax",38.8399711153846,-77.2635092692308
"932","VA","Fairfax City",38.8533473333333,-77.297094
"933","CT","Fairfield",41.2272016555556,-73.3774707777778
"934","OH","Fairfield",39.7586051333333,-82.6134606
"935","SC","Fairfield",34.3520985714286,-81.1268477142857
"936","PR","Fajardo",18.3456695,-65.6250705
"937","SD","Fall River",43.2514426666667,-103.530998333333
"938","MT","Fallon",46.306156,-104.407845
"939","TX","Falls",31.24209675,-96.982061125
"940","VA","Falls Church City",38.8845565,-77.172902
"941","GA","Fannin",34.8992578,-84.337855
"942","TX","Fannin",33.5229676666667,-96.1537186666667
"943","MN","Faribault",43.6787927272727,-93.9275944545455
"944","SD","Faulk",45.0563446666667,-99.1452951666667
"945","AR","Faulkner",35.1738016363636,-92.333786
"946","VA","Fauquier",38.7439645833333,-77.8089672916667
"947","AL","Fayette",33.7203974,-87.776232
"948","GA","Fayette",33.4036573333333,-84.5109915
"949","IA","Fayette",42.8782079285714,-91.8384595714286
"950","IL","Fayette",38.9890523,-88.9737557
"951","IN","Fayette",39.6333023333333,-85.2043256666667
"952","KY","Fayette",38.0278421428571,-84.4812272040816
"953","OH","Fayette",39.605,-83.50757075
"954","PA","Fayette",39.9541433442623,-79.7225853606557
"955","TN","Fayette",35.2047656363636,-89.4550717272727
"956","TX","Fayette",29.9023916923077,-96.8988580769231
"957","WV","Fayette",38.0438776521739,-81.1035715
"958","FM","Federated States Of Micro",7.138297,151.503116
"959","TN","Fentress",36.3398806666667,-84.961107
"960","MT","Fergus",47.2303904545455,-109.361865181818
"961","WA","Ferry",48.7990453333333,-118.399775
"962","MN","Fillmore",43.6739005,-92.0399413333333
"963","NE","Fillmore",40.530370625,-97.5517305
"964","KS","Finney",38.0016313333333,-100.792822
"965","TX","Fisher",32.7623545,-100.32371175
"966","FL","Flagler",29.4801155714286,-81.253075
"967","MT","Flathead",48.2902367894737,-114.228182210526
"968","KY","Fleming",38.3451484285714,-83.701395
"969","SC","Florence",34.0154247142857,-79.7185653571429
"970","WI","Florence",45.8346106666667,-88.461134
"971","PR","Florida",18.360125,-66.562311
"972","GA","Floyd",34.28506275,-85.2203963333333
"973","IA","Floyd",43.0945512857143,-92.8514908571428
"974","IN","Floyd",38.321181,-85.9115325
"975","KY","Floyd",37.4981001818182,-82.7312276363636
"976","TX","Floyd",34.0706856,-101.3468728
"977","VA","Floyd",36.954175,-80.3599582
"978","VA","Fluvanna",37.8788506,-78.2894714
"979","TX","Foard",33.968163,-99.641288
"980","WI","Fond Du Lac",43.7592762,-88.528346
"981","IL","Ford",40.6766724444444,-88.252077
"982","KS","Ford",37.7025584,-99.840656
"983","PA","Forest",41.4786175714286,-79.2468515714286
"984","WI","Forest",45.580249,-88.7117372
"985","MS","Forrest",31.245919375,-89.301036875
"986","GA","Forsyth",34.2095983333333,-84.1178903333333
"987","NC","Forsyth",36.071997775,-80.242379875
"988","TX","Fort Bend",29.5239352857143,-95.798323952381
"989","ND","Foster",47.469765,-98.72873975
"990","IN","Fountain",40.107991,-87.208674125
"991","AL","Franklin",34.4227255714286,-87.8779805714286
"992","AR","Franklin",35.4099605,-93.8641295
"993","FL","Franklin",29.8101498,-84.8050754
"994","GA","Franklin",34.339872,-83.1783488
"995","IA","Franklin",42.7281625555556,-93.2991717777778
"996","ID","Franklin",42.1715458333333,-111.878548666667
"997","IL","Franklin",37.9905948235294,-88.9746341764706
"998","IN","Franklin",39.4102411428571,-85.0276175714286
"999","KS","Franklin",38.53858725,-95.26926575
"1000","KY","Franklin",38.2334643333333,-84.8742422222222
"1001","LA","Franklin",32.098542625,-91.689086625
"1002","MA","Franklin",42.5772852903226,-72.6260248064516
"1003","ME","Franklin",44.8182787,-70.272821
"1004","MO","Franklin",38.4259826842105,-91.0186162631579
"1005","MS","Franklin",31.4756185,-90.937935
"1006","NC","Franklin",36.03362825,-78.3311465
"1007","NE","Franklin",40.2009882857143,-98.9836172857143
"1008","NY","Franklin",44.7243457727273,-74.3546409545455
"1009","OH","Franklin",39.9790277258065,-82.9675948870968
"1010","PA","Franklin",39.9503633870968,-77.6807425483871
"1011","TN","Franklin",35.1571907,-86.0673476
"1012","TX","Franklin",33.1258023333333,-95.2102296666667
"1013","VA","Franklin",36.9894561,-79.8800424
"1014","VT","Franklin",44.8618414444444,-72.9000394444444
"1015","WA","Franklin",46.5017408333333,-118.929996333333
"1016","VA","Franklin City",36.682635,-76.942233
"1017","MD","Frederick",39.4506629677419,-77.4123891935484
"1018","VA","Frederick",39.2028799090909,-78.2409421818182
"1019","VA","Fredericksburg City",38.2976843333333,-77.487756
"1020","MN","Freeborn",43.6989018571429,-93.4006693571429
"1021","TX","Freestone",31.7409438333333,-96.2220835
"1022","CO","Fremont",38.3961340833333,-105.411971916667
"1023","IA","Fremont",40.773551,-95.6054417777778
"1024","ID","Fremont",44.1259608888889,-111.571232555556
"1025","WY","Fremont",43.1219846153846,-108.637008846154
"1026","CA","Fresno",36.7391188367347,-119.700680132653
"1027","TX","Frio",28.91410625,-99.05112375
"1028","NE","Frontier",40.5564948,-100.339972
"1029","AR","Fulton",36.3929993,-91.7837302
"1030","GA","Fulton",33.82175296875,-84.4480673229167
"1031","IL","Fulton",40.46838625,-90.2245579
"1032","IN","Fulton",41.03022625,-86.223950625
"1033","KY","Fulton",36.547805,-89.144572
"1034","NY","Fulton",43.134699,-74.3575484285714
"1035","OH","Fulton",41.612975875,-84.17931725
"1036","PA","Fulton",39.9424029090909,-78.1094571818182
"1037","NE","Furnas",40.22833325,-99.904213375
"1038","FL","Gadsden",30.590429625,-84.63473025
"1039","NE","Gage",40.2867839166667,-96.6892938333333
"1040","TX","Gaines",32.7619533333333,-102.679476
"1041","VA","Galax City",36.660281,-80.913605
"1042","IL","Gallatin",37.773708,-88.2340311666667
"1043","KY","Gallatin",38.7421326666667,-84.859701
"1044","MT","Gallatin",45.5328142142857,-111.187304357143
"1045","OH","Gallia",38.8510926666667,-82.309321
"1046","TX","Galveston",29.3901003043478,-94.9138284347826
"1047","NE","Garden",41.4294675,-102.336819
"1048","CO","Garfield",39.5075545,-107.653505625
"1049","MT","Garfield",47.3964346,-107.0107262
"1050","NE","Garfield",41.782277,-99.134041
"1051","OK","Garfield",36.3886933529412,-97.8101204705882
"1052","UT","Garfield",37.7892653,-111.5763946
"1053","WA","Garfield",46.475341,-117.537763
"1054","AR","Garland",34.5609181538462,-93.0784089230769
"1055","KY","Garrard",37.64490075,-84.52586175
"1056","MD","Garrett",39.5471506666667,-79.2267664444445
"1057","OK","Garvin",34.7434375555556,-97.284432
"1058","TX","Garza",33.180006,-101.298038
"1059","MO","Gasconade",38.4829127142857,-91.5262932857143
"1060","NC","Gaston",35.302157875,-81.1539850625
"1061","NC","Gates",36.4395548571429,-76.6954984285714
"1062","KS","Geary",39.0893526666667,-96.831736
"1063","OH","Geauga",41.5280576153846,-81.145372
"1064","ID","Gem",44.0092215,-116.43516175
"1065","MI","Genesee",42.9984838611111,-83.7098698888889
"1066","NY","Genesee",42.9931206666667,-78.1700162222222
"1067","AL","Geneva",31.1180497777778,-85.7916264444444
"1068","MO","Gentry",40.1739513333333,-94.4040318333333
"1069","MS","George",30.866791,-88.649035
"1070","SC","Georgetown",33.4544662,-79.2470186
"1071","IN","Gibson",38.3171043636364,-87.5465295454545
"1072","TN","Gibson",35.9989765,-88.9337314166667
"1073","AZ","Gila",33.647141,-110.924738714286
"1074","FL","Gilchrist",29.711863,-82.8383795
"1075","TN","Giles",35.12139625,-86.99554625
"1076","VA","Giles",37.3386276,-80.696886
"1077","TX","Gillespie",30.3225448,-98.9333358
"1078","OR","Gilliam",45.420401,-120.207587333333
"1079","GA","Gilmer",34.6974206666667,-84.4557496666667
"1080","WV","Gilmer",38.91592375,-80.8312621666667
"1081","CO","Gilpin",39.8404733333333,-105.523051
"1082","MT","Glacier",48.6614856,-113.0735736
"1083","FL","Glades",26.91646,-81.2523445
"1084","MI","Gladwin",43.9555493333333,-84.3646253333333
"1085","GA","Glascock",33.227532,-82.615451
"1086","TX","Glasscock",31.864331,-101.49375
"1087","CA","Glenn",39.5972232857143,-122.196662571429
"1088","NJ","Gloucester",39.7395544642857,-75.1746035
"1089","VA","Gloucester",37.3858819411765,-76.5095172941176
"1090","GA","Glynn",31.20813875,-81.472808
